Name,Description,Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Bladder,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - Cultured fibroblasts,Cells - EBV-transformed lymphocytes,Cervix - Ectocervix,Cervix - Endocervix,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Fallopian Tube,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Kidney - Medulla,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood
ENSG00000262445.3,CTD-2545H1.2,0.0502719,0.0445804,0.0626013,0,0,0,0.0684935,0.0322834,0.0590578,0.0271019,0.157828,0.166637,0.0724251,0.071519,0.0335419,0.0858524,0.0352469,0,0,0,0.104133,0,0,0,0,0,0,0,0,0,0.0730217,0.0480116,0,0.940074,0.550119,2.62637,0,0.0583857,0.0784372,0,0,0.0789983,0.288922,0.125739,0.129296,0.109089,0,0,0,3.25908,0,0,0,0
ENSG00000228133.2,AC099684.1,0,0,0.0199762,0,0,0,0,0.138678,0.306454,0.0676436,0.112234,0.144072,0.477098,0.504858,0.10705,0.0983301,0.194745,0.0549907,0,0,0.0555476,0,0,0,0,0,0,0,0,0,0,0.0181647,0,0.165826,0.0528447,0.665184,0,0.0220293,0,0,0,0.0294105,0.140464,0.0297592,0.0548424,0.0326641,0,0,0,4.17076,0,0,0,0
ENSG00000262869.1,CTD-2545H1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.8934,0,0,0,0
ENSG00000108963.17,DPH1,26.3852,28.5218,32.2394,32.2133,33.1501,34.1406,34.5886,9.21543,13.8364,15.397,67.2593,80.789,28.1282,21.744,10.3877,13.4464,18.3115,11.6615,9.18801,8.6072,30.943,39.4636,19.6497,43.3745,45.146,33.1119,22.7435,32.7346,20.6606,31.4334,48.9927,12.6823,8.96202,17.4826,22.015,16.3507,28.36,27.8477,23.075,37.1367,46.9908,16.8077,88.4027,47.4392,37.4834,37.9731,25.2365,28.179,25.7535,33.6261,47.4378,48.9601,34.4186,4.44849
ENSG00000263050.1,RP11-667K14.3,2.15692,3.65612,2.52075,3.12874,2.95551,2.29964,3.22011,2.27241,2.73614,3.05258,19.7669,19.9578,3.73642,3.46687,2.38718,3.98112,3.84264,2.5298,2.61685,2.10379,3.08931,1.28583,1.91954,6.52139,4.9181,3.02895,1.80372,2.86221,1.56997,2.71426,8.16025,1.52219,0.788895,1.72294,3.62231,0.58303,3.08549,1.77115,1.07139,4.30094,7.16569,0.849389,34.1908,4.63924,2.60233,2.20169,2.1209,2.16613,1.9051,5.43895,4.24657,6.11737,3.44148,0.704443
ENSG00000267200.1,MIR132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267195.1,MIR212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309301,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177374.12,HIC1,16.639,19.5553,5.50908,4.53369,8.81981,4.64056,16.7089,1.11209,1.30032,1.82432,2.83712,4.06103,2.15284,1.53249,1.37667,1.78768,1.31278,1.82102,1.6561,1.88243,14.6652,10.3321,20.7441,21.2001,25.1725,13.1752,7.37058,14.2673,3.68088,14.9692,24.4229,8.66566,5.34504,4.63165,11.246,1.80628,14.013,4.06911,2.79959,13.6776,30.1448,1.2608,16.3886,16.6291,3.91849,4.93242,9.67667,6.98668,4.8382,5.50693,12.6114,28.4242,10.458,0.737554
ENSG00000070366.13,SMG6,9.02669,6.69065,7.31756,10.9704,10.1385,13.3359,11.3554,4.10791,4.8088,4.9564,13.593,13.7486,6.28233,6.04009,3.66384,5.62768,5.69155,4.03959,5.58802,4.52701,8.38368,13.3315,11.5118,12.0206,16.0814,9.34453,6.50598,10.9961,8.46013,10.7976,14.2104,4.58249,2.6847,3.10961,5.9663,1.60818,8.87266,7.28723,4.69192,11.8754,16.8775,2.18538,10.2316,10.3579,8.97418,10.7226,6.99124,5.21298,4.77484,16.754,10.2996,16.7047,10.5802,2.12001
ENSG00000280333.1,RP11-667K14.14,0.388879,0.392637,0.24225,0.39061,0.378404,0.349094,0.406236,0,0,0,0,0.302462,0,0,0,0,0,0,0,0,0.436816,0.255311,0,1.11515,1.40519,0.346326,0.25749,0.336747,0.262972,0.322505,0.766868,0.231164,0,0.131547,0.193192,0,0.4895,0.339196,0,0.719869,0.868636,0,0.410811,0.788417,0.425524,0.568012,0.295738,0.349325,0.263531,0.754903,0.501756,0.836639,0.650263,0
ENSG00000262810.1,RP11-667K14.5,0.14808,0.0887972,0,0,0,0,0.140227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102452,0.0860849,0.316512,0,0.138206,0.0671091,0.0727047,0.0306661,0,0,0.124811,0,0,0,0.0783415,0,0.0878364,0.0619203,0,0.202052,0.101773,0,0.0922323,0.135591,0.0995673,0.102118,0.158395,0.215634,0,0.241679,0.122482,0.158788,0.0984279,0
ENSG00000279040.1,RP11-667K14.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320361,0,0,0,0
ENSG00000279562.1,RP11-667K14.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279340.1,RP11-667K14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262402.1,RP11-667K14.8,0,0.0698475,0,0,0.0766287,0,0.125451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778783,0.154496,0,0.0847912,0,0.0397166,0,0.0747407,0,0,0.117739,0.172477,0,0.214013,0,0.114517,0.0835553,0.0710909,0.0891377,0.0927197,0,0.0895247,0.154452,0.0959556,0.0837733,0.10842,0.137167,0,0.280237,0.0817376,0.0772692,0.153676,0
ENSG00000265777.2,RN7SL624P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236838.2,AC090617.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145861,0,0.17726,0.260019,0,0,0,0,0,0.158907,0,0,0,0,0,0,0,0,0,0.209968,0,0,0,0,0,0,0,0,0.268887,0,0,0,0
ENSG00000236457.1,AC130689.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225084.1,AL450226.2,0,0,0,0,0,0,0,0,0,0,0,0.0485709,0,0,0,0,0,0,0,0,0,0,0,0.148465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8159,0,0,0,0
ENSG00000278941.1,SMG6-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401394,0,0,0,0
ENSG00000280242.1,RP5-1037N22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565526,0,0,0,0,0,0,0,0,0,0,0,0.0662944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863428,0,0,0,0
ENSG00000167720.12,SRR,4.66461,3.75419,5.11631,3.67985,4.32754,4.23834,4.77727,4.18428,4.80694,4.1557,6.3787,6.29041,4.80155,5.29341,3.7351,4.5616,4.382,3.34627,4.96848,3.85519,4.76916,9.79442,8.0589,4.92663,5.3567,5.70387,3.48633,5.17511,3.49575,6.08346,6.26212,2.33274,1.61637,1.68276,3.14978,1.27657,3.74305,3.95763,2.64985,5.15215,4.72461,2.07483,4.06312,4.69237,3.75539,3.9238,3.22105,3.33148,2.88542,6.6856,4.46655,6.16709,4.18623,0.510644
ENSG00000262333.1,HNRNPA1P16,1.95379,1.73362,1.51935,3.71596,3.59684,3.50486,3.15933,1.26882,1.1446,1.38939,8.35829,7.22991,1.3107,1.34429,1.36951,1.78093,1.32015,1.19479,2.47697,1.28231,2.41447,2.07571,3.58847,5.92094,5.13187,2.85783,1.98409,2.44872,2.82311,2.21953,4.09254,1.15933,0.708608,2.14133,3.19727,1.08727,3.22887,2.9516,0.90094,3.61407,5.73618,1.11953,7.1364,5.14672,2.24717,2.3531,2.39429,3.84911,1.65092,6.6162,5.72454,5.33289,3.98657,0.279866
ENSG00000167721.10,TSR1,18.0066,18.7578,13.5313,16.47,17.6621,20.1205,21.0528,6.78131,7.71248,7.56292,18.5239,15.9683,10.2433,10.9033,6.91532,7.77893,7.70825,6.75367,9.30144,7.64937,18.8155,56.9713,53.3871,20.0558,20.1338,20.716,13.8142,21.7967,24.8835,23.988,20.4904,9.73806,8.29121,6.26357,10.9451,5.96682,15.034,16.1246,29.9845,20.2432,22.0382,9.23715,14.0727,17.193,22.201,23.9993,13.8665,13.2466,12.3467,33.2996,16.4396,23.4254,21.2216,2.2256
ENSG00000275084.3,SNORD91B,0,0.158938,0.156869,0,0,0,0,0,0,0,0.320991,0.281695,0.101628,0,0,0,0,0,0,0,0.156134,0.267509,0.380906,0,0,0,0.132664,0,0.263617,0,0.475359,0,0,0,0.228146,0,0,0.144171,0,0,0.214868,0.16565,0.580521,0.17261,0.168255,0,0.200757,0.191484,0.175944,0.338111,0.160783,0.194122,0.144433,0
ENSG00000212163.5,SNORD91A,0.357466,0.498085,0.196239,0.324495,0.268216,0.21633,0.427505,0,0,0,0.576913,0.588344,0.133101,0,0,0,0,0,0.120367,0,0.542479,0.143637,0.509886,1.02765,0.738489,0.293163,0.217459,0.238993,0.471768,0.219311,0.634393,0.171028,0,0.197884,0.42891,0.156813,0.519312,0.499206,0,0.926071,1.09047,0.183664,0.580729,0.809109,0.661279,0.678605,0.182451,0.258934,0.229083,0.49557,0.6747,0.828539,1.12077,0
ENSG00000141258.12,SGSM2,36.3589,34.663,39.293,51.8921,51.0679,46.0682,58.2604,80.4107,113.591,72.9318,62.1763,72.2697,115.206,99.7562,61.8649,66.3071,103.604,57.5073,20.4574,27.7518,53.0575,29.8413,25.8398,71.757,88.9892,65.8436,39.6245,55.3033,51.1709,53.5642,62.4477,22.973,13.7739,34.8045,40.1327,14.6922,59.8954,64.4077,14.3536,47.3646,59.4863,16.0437,176.53,108.254,50.2373,50.9366,51.9823,64.9912,40.362,55.1395,93.4459,65.4392,61.443,16.0153
ENSG00000274758.1,RP1-59D14.10,0.821227,0.688653,0.626357,1.33132,1.21717,1.43709,2.5985,0.125211,0.137018,0.199068,0.406268,0.588394,0.287194,0.133731,0,0.157332,0.179168,0.115139,0,0,1.351,0.264463,0.401149,2.91531,1.82567,3.36511,1.2492,2.00451,1.00384,2.10748,2.0794,0.363349,0.228088,1.52052,3.42015,0.234982,1.71794,1.70216,0.168034,1.03712,1.43942,0.476617,2.26599,2.65261,1.12798,1.30781,1.48769,0.922116,1.01816,2.99957,3.8823,1.62221,1.78856,0.262366
ENSG00000263345.1,RP1-59D14.5,6.85507,5.48461,6.3648,9.78953,9.47643,9.22871,13.1476,2.80288,4.29282,4.82297,10.8845,15.6042,11.2053,5.9025,2.8111,4.16632,6.52945,2.88373,2.25334,2.02013,10.7278,2.84427,3.36543,17.221,22.33,15.5839,7.68362,11.9684,7.39267,11.2869,16.3678,3.44953,1.96013,5.84257,7.52966,2.17857,11.2345,12.0744,2.14035,10.3765,14.8839,2.76998,35.8482,23.1004,8.7029,9.59602,8.80478,10.7677,6.61518,13.999,19.4287,13.054,14.0633,1.68807
ENSG00000070444.14,MNT,14.2031,14.0421,11.46,18.7119,18.2379,27.1856,21.1308,6.52282,9.01938,6.02232,12.2135,14.4866,14.4959,12.3442,6.67134,7.67415,8.52622,4.70177,5.40419,4.81503,13.9487,16.815,8.95852,18.6693,23.5603,22.9338,12.3568,20.8842,15.9863,20.0229,21.952,5.15719,3.27784,6.26191,7.64253,3.3299,15.8875,10.5555,3.22608,18.6555,22.0683,3.83404,21.9684,17.1996,16.2003,16.3603,12.5163,14.853,8.70034,25.88,18.1466,22.9049,17.7629,11.0811
ENSG00000127804.12,METTL16,9.40681,6.92756,7.86242,10.5511,9.70849,13.1092,12.2241,3.94681,3.60081,4.64627,9.33667,8.3164,3.78379,4.1732,3.8511,4.42616,4.6507,4.19401,6.03929,4.47354,9.44897,10.9451,17.3607,17.1268,16.4173,11.538,6.4163,10.5023,6.65898,10.2641,13.2758,4.24823,3.41965,3.51901,6.6816,2.43544,9.08545,7.40408,4.47741,12.995,17.4876,3.42422,10.8874,10.662,10.1568,10.9439,7.87043,7.37245,5.03368,11.0987,13.0586,16.171,10.4868,1.41821
ENSG00000279872.1,RP1-59D14.9,0,0,0,0,0,0,0,0,0,0,0.100487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280280.1,RP1-59D14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243049.3,RN7SL33P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262953.1,EIF4A1P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7335,0,0,0,0
ENSG00000007168.12,PAFAH1B1,61.3849,48.7588,43.0218,92.4252,80.9041,93.4299,61.7121,40.2811,54.8239,46.5235,168.757,130.99,72.5072,94.0758,41.5588,58.4113,52.6963,38.7688,60.4708,45.1854,55.8195,73.7433,59.9913,82.3721,78.9909,76.3118,47.0395,70.2358,51.9784,69.1979,77.8379,34.0471,28.5259,25.0407,33.8931,14.9013,74.2564,47.5345,60.3814,88.4282,69.474,15.4096,64.9809,53.5573,66.7105,68.9292,53.4067,48.8918,36.2459,125.577,73.3085,91.5998,71.6663,26.0264
ENSG00000262480.2,SAMD11P1,0,0,0,0,0,0,0,0,0,0,0,0.0538027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097817,0,0,0,0
ENSG00000279432.1,RP11-135N5.3,0.252225,0.464142,0.165698,0.404107,0.288929,0.212594,0.345919,0.0517726,0.052433,0.0638115,0.195803,0.368003,0.104401,0.0650744,0.0725556,0.0808364,0.0554098,0.0473119,0.18122,0.0549969,0.319405,0.113629,0.257874,1.10023,0.626746,0.259619,0.255621,0.239572,0.530849,0.205543,0.446319,0.237193,0.0849951,0.177052,0.184109,0.212441,0.768684,0.550274,0.0815375,0.555885,0.581959,0.150967,0.448145,0.469991,0.676517,0.398646,0.321157,0.471267,0.231303,0.625344,0.614879,0.496283,0.874576,0.384676
ENSG00000239884.3,RN7SL608P,4.40142,3.7261,2.04045,4.6615,3.9793,4.23918,4.77839,0.487802,0.489325,0.761138,4.5643,4.82807,1.15947,0.897323,0.669621,0.966038,0.694306,0.514804,2.14453,0.847175,4.3448,2.05418,2.80514,9.89952,4.60236,3.50063,2.70415,2.83478,3.75147,2.6618,3.48447,2.19338,0.805567,1.87277,1.72644,1.60904,7.45638,4.26536,1.29109,7.36622,5.95465,1.25499,4.9967,4.77174,6.5486,6.16498,3.76564,4.31995,2.38716,3.6679,7.23432,5.97538,8.93115,3.10288
ENSG00000272911.1,RP11-74E22.6,0.565036,0.926393,0.373584,0.32965,0.517201,0.271047,0.937952,0.227108,0.200514,0.23735,0.484886,0.426512,0.254161,0.243595,0.326703,0.296847,0.191004,0.210029,0.548958,0.403473,0.534435,0.325442,0.207637,0.781265,0.355111,0.649333,0.43317,0.566615,0.604704,0.469995,0.949789,0.296736,0.217298,0.275357,0.560383,0.345249,0.866406,0.479033,0.246663,0.530404,0.75295,0.446828,1.48706,0.806568,0.508398,0.450806,0.725773,1.37367,0.642026,9.12098,0.843508,0.509929,0.703001,0.751664
ENSG00000132361.16,CLUH,42.236,40.5983,70.5526,26.0408,30.9287,34.5601,57.8914,16.0675,21.8523,20.4836,62.8393,70.1398,31.6112,27.8392,15.1935,18.9211,21.6935,17.0459,12.3379,16.6667,48.3711,44.6225,67.7816,30.9807,33.9709,50.3606,63.0054,41.148,90.5049,45.0556,43.8068,42.5818,54.6356,46.9185,52.7927,87.5025,36.9614,45.0256,88.614,33.1464,32.8924,31.4157,37.558,43.9574,69.4658,75.5224,51.1093,41.0095,41.4198,57.2063,50.779,37.0766,50.5755,5.76647
ENSG00000273606.1,MIR6776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262050.1,RP11-74E22.3,0.774939,0.677249,0.38196,0.371041,0.657389,0.416781,1.65342,0.774134,0.720844,1.19166,2.71022,2.56122,0.974188,1.05648,0.729713,0.965195,1.09649,0.854838,1.26962,1.04469,0.943303,1.10129,1.96718,2.05624,2.07887,2.29323,2.77957,1.50683,1.85611,1.80831,1.69863,1.28181,1.20708,2.31389,4.07414,0.562101,0.684422,2.03824,1.73048,2.30186,2.21916,0.421259,1.72383,1.76003,1.49762,1.47936,1.578,1.16523,0.825761,2.10432,3.29973,2.10488,2.8918,0
ENSG00000277200.1,RP11-74E22.8,0.376805,0.274105,0.0814268,0.104416,0.14107,0.0917548,0.674028,8.4034,12.6838,9.80871,45.5221,48.1895,18.3713,16.8544,7.73165,11.569,14.7127,7.43602,1.92562,5.11518,0.561274,0.0243741,0.028081,1.30979,0.950837,0.854778,1.29526,0.330332,1.33629,0.370711,1.69413,0.160418,0.162373,0.321591,0.44585,0.0200634,0.328709,0.556849,0.0716397,0.610528,0.697824,0.414565,26.3453,0.61119,2.09053,1.90581,0.906408,0.30003,0.464839,5.48182,0.386069,0.578189,1.74936,0.0283852
ENSG00000261963.3,CCDC92B,0,0,0,0,0,0,0,2.16276,3.34974,2.25415,7.28232,8.01288,3.91495,4.05769,1.75513,2.88285,3.44061,1.58875,0.545665,2.07186,0,0,0,0.0536971,0,0.14274,0.0988132,0,0,0,0.0596213,0,0,0,0.0187875,0,0,0,0,0,0,0.0873701,4.64677,0,0,0,0.0544564,0,0.0799802,2.34933,0,0,0.0445307,0
ENSG00000132359.14,RAP1GAP2,4.23811,4.40762,2.48883,7.16658,5.88889,6.05965,4.70454,12.9679,31.6583,6.46953,89.8861,95.3464,39.5347,41.0992,11.4354,14.9159,11.9968,4.45426,2.85982,7.70816,6.84967,1.2034,0.824918,12.0532,19.151,16.5468,15.3624,10.7824,8.31294,9.20101,12.8661,14.2596,10.8385,6.52101,15.1534,1.11036,11.8922,32.9901,0.927551,10.2808,11.2096,22.0323,29.3321,12.8265,9.58937,12.6376,12.5528,12.083,43.1606,8.2298,11.7234,13.9283,10.2019,24.9046
ENSG00000262884.1,CTD-3060P21.1,0,0,0,0,0,0,0.0616563,0,0.0124148,0,0.168393,0.219715,0.0196735,0.0154412,0,0.0104393,0,0,0,0,0.0889905,0,0,0.0822535,0.0412753,0.0182918,0.0327072,0,0.0721658,0,0.022832,0.0398252,0.0213411,0.0327264,0.0764983,0,0.0388009,0.687503,0,0.0258068,0,0.0797322,0.0516586,0.593759,0.124864,0.20678,0.0337637,0.0176529,0.15953,0.0117534,0.0704403,0,0.0516149,0.0856299
ENSG00000262628.1,OR1D5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654694,0,0,0,0
ENSG00000184166.1,OR1D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637159,0,0,0,0
ENSG00000142163.7,OR1E3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076901,0,0,0,0
ENSG00000183024.3,OR1G1,0,0,0,0,0,0,0.0545448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23898,0,0,0,0
ENSG00000261848.5,CTD-2309O5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208308,0,0,0,0
ENSG00000262085.2,OR1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453717,0,0,0,0
ENSG00000172150.4,OR1A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399019,0,0,0,0
ENSG00000172146.1,OR1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255095.1,OR1D4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262106.1,OR1D3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232214,0,0,0,0
ENSG00000221882.2,OR3A2,0,0.0652432,0,0,0,0,0,0.0753945,0.0800645,0.188564,0,0,0.107856,0.14442,0.085099,0.154553,0.216051,0.121733,0.217107,0.136178,0.085084,0,0,0,0.117065,0.0456013,0,0,0,0,0,0,0,0,0.0917252,0,0,0,0,0.105817,0.114465,0,0.304389,0,0,0,0.0671288,0.0750002,0,3.96941,0,0,0,0
ENSG00000262670.5,RP11-64J4.2,0,0,0,0,0,0,0,0.0707136,0.0747477,0.139923,0,0,0.0883841,0.104144,0.0649285,0.107395,0.17539,0.0794717,0.147346,0.108172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127719,0,0,0,0,0,0,2.38473,0,0,0,0
ENSG00000180090.4,OR3A1,0,0,0,0,0,0,0,0,0,0.0240228,0,0,0,0,0,0,0.0278409,0,0,0.0257939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078794,0,0,0,0,0,0,0.795038,0,0,0,0
ENSG00000180068.8,OR3A4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814495,0,0,0,0
ENSG00000272546.1,OR3A5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922349,0,0,0,0
ENSG00000267129.1,OR1AC1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180042.4,OR1R1P,0,0,0,0,0,0,0,0,0,0.0348906,0,0,0,0,0,0.0402297,0.0699661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171522,0,0,0,0,0,0,3.05036,0,0,0,0
ENSG00000180016.2,OR1E1,0.102537,0.0525403,0,0,0,0,0.0615474,0,0.0166998,0.0462892,0,0,0.0377462,0.0431157,0.0215533,0.0436071,0.0432739,0.0374651,0,0.0456658,0.0998213,0,0,0.0577757,0.115564,0.0479827,0,0.0519415,0,0.0437039,0,0,0,0,0.0915282,0,0,0,0.0997936,0.200678,0,0,0,0,0,0,0,0,0,0.408312,0,0,0.0463086,0
ENSG00000159961.1,OR3A3,0,0,0,0,0,0,0,0.0334382,0.00944991,0.0595673,0.0881665,0.10159,0.0424059,0.0411221,0.0295486,0.0308469,0.0548885,0.0562289,0.0609285,0.0582005,0,0,0,0.0515631,0.0956244,0,0,0,0,0,0,0,0,0,0.0172121,0,0,0,0,0.0631138,0,0,0.0711516,0,0,0,0,0,0,0.227008,0,0,0,0
ENSG00000127780.3,OR1E2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662958,0,0,0,0
ENSG00000280268.1,RP11-147K16.3,0.16868,0.082281,0,0.0530391,0.0456747,0,0.0696881,0.0792592,0.0644348,0.109268,0.0983745,0.110179,0.0688194,0.0880255,0.0614152,0.0912442,0.100272,0.0706462,0.110753,0.108876,0.146432,0,0,0.328995,0.269791,0.0939102,0.0398348,0.0608475,0,0.0539837,0.0716364,0.0369716,0.0158029,0,0.0784327,0,0.0240651,0.0108781,0.0372907,0.438135,0.0660848,0,0.0563939,0.0425362,0.0454145,0.0407983,0.027212,0.0367503,0,10.0215,0.0400163,0.0696087,0.0845759,0
